,Date,MaxTemp,Demand
200,2021-11-07,24.771428571428572,6340.55
201,2021-11-14,22.442857142857143,6297.81
202,2021-11-21,23.457142857142856,6338.68
203,2021-11-28,22.24285714285714,6420.29
204,2021-12-05,24.414285714285715,6350.85
205,2021-12-12,23.414285714285715,6457.58
206,2021-12-19,28.02857142857143,7141.88
207,2021-12-26,28.7,6479.35
208,2022-01-02,25.97142857142857,6672.9
209,2022-01-09,28.099999999999998,6778.59
210,2022-01-16,28.271428571428572,7001.3
211,2022-01-23,25.357142857142858,6734.95
212,2022-01-30,28.614285714285717,7232.32
213,2022-02-06,26.085714285714285,6306.99
214,2022-02-13,27.12857142857143,6551.12
215,2022-02-20,28.357142857142858,6681.92
216,2022-02-27,25.957142857142856,6776.24
217,2022-03-06,25.157142857142855,6754.72
218,2022-03-13,24.714285714285715,6436.28
219,2022-03-20,25.957142857142856,6498.48
220,2022-03-27,24.228571428571428,6433.0
221,2022-04-03,22.885714285714283,6511.47
222,2022-04-10,24.071428571428573,6775.1
223,2022-04-17,24.82857142857143,6600.25
224,2022-04-24,24.185714285714287,6853.0
225,2022-05-01,22.542857142857144,6918.71
226,2022-05-08,22.885714285714283,7301.68
227,2022-05-15,21.314285714285717,6919.89
228,2022-05-22,20.085714285714285,7531.06
229,2022-05-29,19.557142857142857,7439.91
230,2022-06-05,17.071428571428573,8020.85
231,2022-06-12,17.27142857142857,8233.07
232,2022-06-19,19.485714285714288,8038.51
233,2022-06-26,19.880000000000003,7948.37
234,2022-07-03,15.857142857142858,7906.4
235,2022-07-10,16.928571428571427,8364.06
236,2022-07-17,16.842857142857145,8391.53
237,2022-07-24,16.400000000000002,8058.08
238,2022-07-31,18.842857142857145,8528.94
239,2022-08-07,21.414285714285715,7709.4
240,2022-08-14,17.657142857142855,7954.84
241,2022-08-21,20.17142857142857,7962.73
242,2022-08-28,19.400000000000002,7622.22
243,2022-09-04,19.314285714285713,7877.64
244,2022-09-11,20.657142857142855,7212.57
245,2022-09-18,21.24285714285714,7045.63
246,2022-09-25,21.02857142857143,7091.52
247,2022-10-02,20.842857142857145,7308.59
248,2022-10-09,19.714285714285715,6997.34
249,2022-10-16,21.914285714285715,6603.34
250,2022-10-23,22.685714285714287,6730.7
251,2022-10-30,26.085714285714285,6401.76
252,2022-11-06,23.542857142857144,6548.9
253,2022-11-13,25.057142857142857,6563.48
254,2022-11-20,24.02857142857143,6403.63
255,2022-11-27,25.2,6398.63
256,2022-12-04,24.32857142857143,6570.66
257,2022-12-11,25.071428571428573,6469.31
258,2022-12-18,23.97142857142857,6469.04
259,2022-12-25,25.4,6448.6
260,2023-01-01,26.457142857142856,6739.32
261,2023-01-08,24.785714285714285,6348.0
262,2023-01-15,27.25714285714286,6816.38
263,2023-01-22,25.357142857142858,6549.83
264,2023-01-29,28.614285714285717,7701.49
265,2023-02-05,28.985714285714288,6488.69
266,2023-02-12,27.771428571428572,7050.13
267,2023-02-19,26.985714285714288,6933.47
268,2023-02-26,26.7,6811.68
269,2023-03-05,27.214285714285715,6821.68
270,2023-03-12,30.47142857142857,7080.95
271,2023-03-19,29.0,7225.02
272,2023-03-26,24.885714285714283,6453.97
273,2023-04-02,24.071428571428573,6380.91
274,2023-04-09,24.24285714285714,6476.97
275,2023-04-16,23.17142857142857,6553.0
276,2023-04-23,22.428571428571427,6944.95
277,2023-04-30,22.985714285714288,7115.29
278,2023-05-07,21.3,7400.84
279,2023-05-14,20.085714285714285,7404.56
280,2023-05-21,19.442857142857143,7809.97
281,2023-05-28,19.17142857142857,8155.57
282,2023-06-04,20.442857142857143,7254.85
283,2023-06-11,19.185714285714287,8121.3
284,2023-06-18,19.142857142857142,8027.48
285,2023-06-25,17.842857142857145,8126.18
